state_abbr,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
AK,0.0473869999689,0.0384678964925,0.0295487930162,0.0350917305773,0.0406346681385,0.0322035196931,0.0237723712477,0.0284337277959,0.0330950843442,0.0334193468069,0.0337436092696,0.0337726780845,0.0338017468995,0.0345554794102,0.0353092119208,0.0390803310768,0.0428514502328,0.0436689478379,0.0444864454431,0.0489091570424,0.0533318686418,0.0518746935662,0.0504175184906,0.0502294034117,0.0500412883329,0.0510148426291,0.0519883969252,0.0526994533719,0.0534105098186,0.0533431146992,0.0532757195797,0.0531910658545,0.0531064121293,0.0524784200118,0.0518504278944,0.0508291172666,0.0498078066389,0.050296673974,0.050785541309,0.050849888336,0.050914235363
AL,0.0498297163303,0.043271581907,0.0367134474836,0.0395884627843,0.042463478085,0.0359679523378,0.0294724265906,0.0325022911172,0.0355321556437,0.0369162481952,0.0383003407467,0.0378056712295,0.0373110017124,0.0374073522835,0.0375037028546,0.037696450709,0.0378891985633,0.037656714826,0.0374242310887,0.0370150152477,0.0366057994066,0.0363666481458,0.036127496885,0.0362502682294,0.0363730395737,0.0370159970824,0.037658954591,0.0380449610799,0.0384309675688,0.0385288084318,0.0386266492949,0.0390238816248,0.0394211139548,0.0399765161004,0.0405319182459,0.0416210857965,0.0427102533471,0.0437819025094,0.0448535516717,0.0452404386487,0.0456273256257
AR,0.0469806610818,0.0391849687672,0.0313892764527,0.0369391572907,0.0424890381288,0.0343949817335,0.0263009253381,0.0298458515723,0.0333907778064,0.035430035791,0.0374692937756,0.0365094500997,0.0355496064238,0.0352352676737,0.0349209289235,0.0350513383361,0.0351817477487,0.0349514694811,0.0347211912135,0.0344835963507,0.0342460014879,0.034155758857,0.034065516226,0.034005707776,0.033945899326,0.0341794773821,0.0344130554381,0.034531324459,0.0346495934799,0.0346652278227,0.0346808621654,0.0352659428743,0.0358510235832,0.0363375053073,0.0368239870313,0.0374711103598,0.0381182336884,0.0384772001418,0.0388361665953,0.0391206185199,0.0394050704444
AZ,0.0413587338839,0.0347206956733,0.0280826574627,0.032892519613,0.0377023817632,0.0305088154238,0.0233152490844,0.0269666680158,0.0306180869472,0.0309982027632,0.0313783185791,0.0313806295311,0.0313829404831,0.0313454295292,0.0313079185753,0.0326120963395,0.0339162741036,0.0338177395398,0.033719204976,0.0332731938328,0.0328271826896,0.0329353829519,0.0330435832141,0.0332954331811,0.033547283148,0.0337972505856,0.0340472180232,0.0345030307891,0.034958843555,0.0350416806057,0.0351245176564,0.0352413032087,0.0353580887609,0.0357391276941,0.0361201666272,0.0365269996664,0.0369338327056,0.0374871348428,0.0380404369799,0.0385919092603,0.0391433815407
CA,0.0473869999689,0.0384678964925,0.0295487930162,0.0350917305773,0.0406346681385,0.0322035196931,0.0237723712477,0.0284337277959,0.0330950843442,0.0334193468069,0.0337436092696,0.0337726780845,0.0338017468995,0.0345554794102,0.0353092119208,0.0390803310768,0.0428514502328,0.0436689478379,0.0444864454431,0.0489091570424,0.0533318686418,0.0518746935662,0.0504175184906,0.0502294034117,0.0500412883329,0.0510148426291,0.0519883969252,0.0526994533719,0.0534105098186,0.0533431146992,0.0532757195797,0.0531910658545,0.0531064121293,0.0524784200118,0.0518504278944,0.0508291172666,0.0498078066389,0.050296673974,0.050785541309,0.050849888336,0.050914235363
CO,0.0413587338839,0.0347206956733,0.0280826574627,0.032892519613,0.0377023817632,0.0305088154238,0.0233152490844,0.0269666680158,0.0306180869472,0.0309982027632,0.0313783185791,0.0313806295311,0.0313829404831,0.0313454295292,0.0313079185753,0.0326120963395,0.0339162741036,0.0338177395398,0.033719204976,0.0332731938328,0.0328271826896,0.0329353829519,0.0330435832141,0.0332954331811,0.033547283148,0.0337972505856,0.0340472180232,0.0345030307891,0.034958843555,0.0350416806057,0.0351245176564,0.0352413032087,0.0353580887609,0.0357391276941,0.0361201666272,0.0365269996664,0.0369338327056,0.0374871348428,0.0380404369799,0.0385919092603,0.0391433815407
CT,0.0552586321707,0.044972179973,0.0346857277754,0.0481700036538,0.0616542795322,0.049010859435,0.0363674393379,0.0365929632081,0.0368184870783,0.0377794239083,0.0387403607382,0.039051996146,0.0393636315539,0.0405356160023,0.0417076004507,0.0426422465677,0.0435768926847,0.042077386971,0.0405778812573,0.0401113925464,0.0396449038356,0.0391680427849,0.0386911817342,0.0387405770315,0.0387899723289,0.039635322026,0.0404806717232,0.0413231723354,0.0421656729476,0.0422260527044,0.0422864324611,0.0420001562322,0.0417138800034,0.0422570997752,0.042800319547,0.0440067208209,0.0452131220948,0.0453456028484,0.0454780836021,0.0466331875606,0.0477882915191
DC,0.0536522576252,0.0454874971268,0.0373227366284,0.0406832904074,0.0440438441864,0.0371105786181,0.0301773130499,0.0328233167047,0.0354693203595,0.0365822047437,0.0376950891279,0.037806916854,0.03791874458,0.0381462321224,0.0383737196648,0.0385377647858,0.0387018099069,0.0385590062976,0.0384162026884,0.0382143087935,0.0380124148987,0.0377717843417,0.0375311537847,0.0376178783575,0.0377046029304,0.0383411505239,0.0389776981173,0.0395260379017,0.040074377686,0.0402938857148,0.0405133937436,0.0408467886618,0.04118018358,0.041877205128,0.0425742266761,0.0435794665448,0.0445847064136,0.0455837656543,0.0465828248951,0.0471495144024,0.0477162039097
DE,0.0536522576252,0.0454874971268,0.0373227366284,0.0406832904074,0.0440438441864,0.0371105786181,0.0301773130499,0.0328233167047,0.0354693203595,0.0365822047437,0.0376950891279,0.037806916854,0.03791874458,0.0381462321224,0.0383737196648,0.0385377647858,0.0387018099069,0.0385590062976,0.0384162026884,0.0382143087935,0.0380124148987,0.0377717843417,0.0375311537847,0.0376178783575,0.0377046029304,0.0383411505239,0.0389776981173,0.0395260379017,0.040074377686,0.0402938857148,0.0405133937436,0.0408467886618,0.04118018358,0.041877205128,0.0425742266761,0.0435794665448,0.0445847064136,0.0455837656543,0.0465828248951,0.0471495144024,0.0477162039097
FL,0.0536522576252,0.0454874971268,0.0373227366284,0.0406832904074,0.0440438441864,0.0371105786181,0.0301773130499,0.0328233167047,0.0354693203595,0.0365822047437,0.0376950891279,0.037806916854,0.03791874458,0.0381462321224,0.0383737196648,0.0385377647858,0.0387018099069,0.0385590062976,0.0384162026884,0.0382143087935,0.0380124148987,0.0377717843417,0.0375311537847,0.0376178783575,0.0377046029304,0.0383411505239,0.0389776981173,0.0395260379017,0.040074377686,0.0402938857148,0.0405133937436,0.0408467886618,0.04118018358,0.041877205128,0.0425742266761,0.0435794665448,0.0445847064136,0.0455837656543,0.0465828248951,0.0471495144024,0.0477162039097
GA,0.0536522576252,0.0454874971268,0.0373227366284,0.0406832904074,0.0440438441864,0.0371105786181,0.0301773130499,0.0328233167047,0.0354693203595,0.0365822047437,0.0376950891279,0.037806916854,0.03791874458,0.0381462321224,0.0383737196648,0.0385377647858,0.0387018099069,0.0385590062976,0.0384162026884,0.0382143087935,0.0380124148987,0.0377717843417,0.0375311537847,0.0376178783575,0.0377046029304,0.0383411505239,0.0389776981173,0.0395260379017,0.040074377686,0.0402938857148,0.0405133937436,0.0408467886618,0.04118018358,0.041877205128,0.0425742266761,0.0435794665448,0.0445847064136,0.0455837656543,0.0465828248951,0.0471495144024,0.0477162039097
HI,0.0473869999689,0.0384678964925,0.0295487930162,0.0350917305773,0.0406346681385,0.0322035196931,0.0237723712477,0.0284337277959,0.0330950843442,0.0334193468069,0.0337436092696,0.0337726780845,0.0338017468995,0.0345554794102,0.0353092119208,0.0390803310768,0.0428514502328,0.0436689478379,0.0444864454431,0.0489091570424,0.0533318686418,0.0518746935662,0.0504175184906,0.0502294034117,0.0500412883329,0.0510148426291,0.0519883969252,0.0526994533719,0.0534105098186,0.0533431146992,0.0532757195797,0.0531910658545,0.0531064121293,0.0524784200118,0.0518504278944,0.0508291172666,0.0498078066389,0.050296673974,0.050785541309,0.050849888336,0.050914235363
IA,0.0411241091563,0.0346569064021,0.0281897036479,0.0335498815395,0.0389100594311,0.0322787732379,0.0256474870446,0.0292303671318,0.0328132472191,0.0332118641176,0.0336104810161,0.0338710683112,0.0341316556063,0.0346737069648,0.0352157583234,0.0354949494537,0.035774140584,0.0356182814728,0.0354624223616,0.035207204351,0.0349519863403,0.0349810104308,0.0350100345213,0.0351711609213,0.0353322873212,0.0360294046781,0.036726522035,0.0371334667087,0.0375404113823,0.0373841636284,0.0372279158745,0.0375156312911,0.0378033467077,0.0382808944959,0.0387584422841,0.039450506924,0.040142571564,0.0410044596838,0.0418663478036,0.0420165320209,0.0421667162381
ID,0.0413587338839,0.0347206956733,0.0280826574627,0.032892519613,0.0377023817632,0.0305088154238,0.0233152490844,0.0269666680158,0.0306180869472,0.0309982027632,0.0313783185791,0.0313806295311,0.0313829404831,0.0313454295292,0.0313079185753,0.0326120963395,0.0339162741036,0.0338177395398,0.033719204976,0.0332731938328,0.0328271826896,0.0329353829519,0.0330435832141,0.0332954331811,0.033547283148,0.0337972505856,0.0340472180232,0.0345030307891,0.034958843555,0.0350416806057,0.0351245176564,0.0352413032087,0.0353580887609,0.0357391276941,0.0361201666272,0.0365269996664,0.0369338327056,0.0374871348428,0.0380404369799,0.0385919092603,0.0391433815407
IL,0.0405669543965,0.0351190696578,0.0296711849192,0.0344680129057,0.0392648408923,0.0334617494012,0.0276586579101,0.0307234612133,0.0337882645164,0.0343604568305,0.0349326491446,0.0356941035776,0.0364555580107,0.0368411112505,0.0372266644903,0.0374133213824,0.0375999782746,0.0370336357386,0.0364672932026,0.0363289585757,0.0361906239489,0.0361726792677,0.0361547345866,0.0364715433968,0.0367883522069,0.0376541191701,0.0385198861333,0.0390866174276,0.0396533487219,0.0396604918513,0.0396676349807,0.0401763805708,0.0406851261608,0.0412206878115,0.0417562494623,0.042614576235,0.0434729030077,0.0443427034908,0.045212503974,0.0455533571976,0.0458942104213
IN,0.0405669543965,0.0351190696578,0.0296711849192,0.0344680129057,0.0392648408923,0.0334617494012,0.0276586579101,0.0307234612133,0.0337882645164,0.0343604568305,0.0349326491446,0.0356941035776,0.0364555580107,0.0368411112505,0.0372266644903,0.0374133213824,0.0375999782746,0.0370336357386,0.0364672932026,0.0363289585757,0.0361906239489,0.0361726792677,0.0361547345866,0.0364715433968,0.0367883522069,0.0376541191701,0.0385198861333,0.0390866174276,0.0396533487219,0.0396604918513,0.0396676349807,0.0401763805708,0.0406851261608,0.0412206878115,0.0417562494623,0.042614576235,0.0434729030077,0.0443427034908,0.045212503974,0.0455533571976,0.0458942104213
KS,0.0411241091563,0.0346569064021,0.0281897036479,0.0335498815395,0.0389100594311,0.0322787732379,0.0256474870446,0.0292303671318,0.0328132472191,0.0332118641176,0.0336104810161,0.0338710683112,0.0341316556063,0.0346737069648,0.0352157583234,0.0354949494537,0.035774140584,0.0356182814728,0.0354624223616,0.035207204351,0.0349519863403,0.0349810104308,0.0350100345213,0.0351711609213,0.0353322873212,0.0360294046781,0.036726522035,0.0371334667087,0.0375404113823,0.0373841636284,0.0372279158745,0.0375156312911,0.0378033467077,0.0382808944959,0.0387584422841,0.039450506924,0.040142571564,0.0410044596838,0.0418663478036,0.0420165320209,0.0421667162381
KY,0.0498297163303,0.043271581907,0.0367134474836,0.0395884627843,0.042463478085,0.0359679523378,0.0294724265906,0.0325022911172,0.0355321556437,0.0369162481952,0.0383003407467,0.0378056712295,0.0373110017124,0.0374073522835,0.0375037028546,0.037696450709,0.0378891985633,0.037656714826,0.0374242310887,0.0370150152477,0.0366057994066,0.0363666481458,0.036127496885,0.0362502682294,0.0363730395737,0.0370159970824,0.037658954591,0.0380449610799,0.0384309675688,0.0385288084318,0.0386266492949,0.0390238816248,0.0394211139548,0.0399765161004,0.0405319182459,0.0416210857965,0.0427102533471,0.0437819025094,0.0448535516717,0.0452404386487,0.0456273256257
LA,0.0469806610818,0.0391849687672,0.0313892764527,0.0369391572907,0.0424890381288,0.0343949817335,0.0263009253381,0.0298458515723,0.0333907778064,0.035430035791,0.0374692937756,0.0365094500997,0.0355496064238,0.0352352676737,0.0349209289235,0.0350513383361,0.0351817477487,0.0349514694811,0.0347211912135,0.0344835963507,0.0342460014879,0.034155758857,0.034065516226,0.034005707776,0.033945899326,0.0341794773821,0.0344130554381,0.034531324459,0.0346495934799,0.0346652278227,0.0346808621654,0.0352659428743,0.0358510235832,0.0363375053073,0.0368239870313,0.0374711103598,0.0381182336884,0.0384772001418,0.0388361665953,0.0391206185199,0.0394050704444
MA,0.0552586321707,0.044972179973,0.0346857277754,0.0481700036538,0.0616542795322,0.049010859435,0.0363674393379,0.0365929632081,0.0368184870783,0.0377794239083,0.0387403607382,0.039051996146,0.0393636315539,0.0405356160023,0.0417076004507,0.0426422465677,0.0435768926847,0.042077386971,0.0405778812573,0.0401113925464,0.0396449038356,0.0391680427849,0.0386911817342,0.0387405770315,0.0387899723289,0.039635322026,0.0404806717232,0.0413231723354,0.0421656729476,0.0422260527044,0.0422864324611,0.0420001562322,0.0417138800034,0.0422570997752,0.042800319547,0.0440067208209,0.0452131220948,0.0453456028484,0.0454780836021,0.0466331875606,0.0477882915191
MD,0.0536522576252,0.0454874971268,0.0373227366284,0.0406832904074,0.0440438441864,0.0371105786181,0.0301773130499,0.0328233167047,0.0354693203595,0.0365822047437,0.0376950891279,0.037806916854,0.03791874458,0.0381462321224,0.0383737196648,0.0385377647858,0.0387018099069,0.0385590062976,0.0384162026884,0.0382143087935,0.0380124148987,0.0377717843417,0.0375311537847,0.0376178783575,0.0377046029304,0.0383411505239,0.0389776981173,0.0395260379017,0.040074377686,0.0402938857148,0.0405133937436,0.0408467886618,0.04118018358,0.041877205128,0.0425742266761,0.0435794665448,0.0445847064136,0.0455837656543,0.0465828248951,0.0471495144024,0.0477162039097
ME,0.0552586321707,0.044972179973,0.0346857277754,0.0481700036538,0.0616542795322,0.049010859435,0.0363674393379,0.0365929632081,0.0368184870783,0.0377794239083,0.0387403607382,0.039051996146,0.0393636315539,0.0405356160023,0.0417076004507,0.0426422465677,0.0435768926847,0.042077386971,0.0405778812573,0.0401113925464,0.0396449038356,0.0391680427849,0.0386911817342,0.0387405770315,0.0387899723289,0.039635322026,0.0404806717232,0.0413231723354,0.0421656729476,0.0422260527044,0.0422864324611,0.0420001562322,0.0417138800034,0.0422570997752,0.042800319547,0.0440067208209,0.0452131220948,0.0453456028484,0.0454780836021,0.0466331875606,0.0477882915191
MI,0.0405669543965,0.0351190696578,0.0296711849192,0.0344680129057,0.0392648408923,0.0334617494012,0.0276586579101,0.0307234612133,0.0337882645164,0.0343604568305,0.0349326491446,0.0356941035776,0.0364555580107,0.0368411112505,0.0372266644903,0.0374133213824,0.0375999782746,0.0370336357386,0.0364672932026,0.0363289585757,0.0361906239489,0.0361726792677,0.0361547345866,0.0364715433968,0.0367883522069,0.0376541191701,0.0385198861333,0.0390866174276,0.0396533487219,0.0396604918513,0.0396676349807,0.0401763805708,0.0406851261608,0.0412206878115,0.0417562494623,0.042614576235,0.0434729030077,0.0443427034908,0.045212503974,0.0455533571976,0.0458942104213
MN,0.0411241091563,0.0346569064021,0.0281897036479,0.0335498815395,0.0389100594311,0.0322787732379,0.0256474870446,0.0292303671318,0.0328132472191,0.0332118641176,0.0336104810161,0.0338710683112,0.0341316556063,0.0346737069648,0.0352157583234,0.0354949494537,0.035774140584,0.0356182814728,0.0354624223616,0.035207204351,0.0349519863403,0.0349810104308,0.0350100345213,0.0351711609213,0.0353322873212,0.0360294046781,0.036726522035,0.0371334667087,0.0375404113823,0.0373841636284,0.0372279158745,0.0375156312911,0.0378033467077,0.0382808944959,0.0387584422841,0.039450506924,0.040142571564,0.0410044596838,0.0418663478036,0.0420165320209,0.0421667162381
MO,0.0411241091563,0.0346569064021,0.0281897036479,0.0335498815395,0.0389100594311,0.0322787732379,0.0256474870446,0.0292303671318,0.0328132472191,0.0332118641176,0.0336104810161,0.0338710683112,0.0341316556063,0.0346737069648,0.0352157583234,0.0354949494537,0.035774140584,0.0356182814728,0.0354624223616,0.035207204351,0.0349519863403,0.0349810104308,0.0350100345213,0.0351711609213,0.0353322873212,0.0360294046781,0.036726522035,0.0371334667087,0.0375404113823,0.0373841636284,0.0372279158745,0.0375156312911,0.0378033467077,0.0382808944959,0.0387584422841,0.039450506924,0.040142571564,0.0410044596838,0.0418663478036,0.0420165320209,0.0421667162381
MS,0.0498297163303,0.043271581907,0.0367134474836,0.0395884627843,0.042463478085,0.0359679523378,0.0294724265906,0.0325022911172,0.0355321556437,0.0369162481952,0.0383003407467,0.0378056712295,0.0373110017124,0.0374073522835,0.0375037028546,0.037696450709,0.0378891985633,0.037656714826,0.0374242310887,0.0370150152477,0.0366057994066,0.0363666481458,0.036127496885,0.0362502682294,0.0363730395737,0.0370159970824,0.037658954591,0.0380449610799,0.0384309675688,0.0385288084318,0.0386266492949,0.0390238816248,0.0394211139548,0.0399765161004,0.0405319182459,0.0416210857965,0.0427102533471,0.0437819025094,0.0448535516717,0.0452404386487,0.0456273256257
