state_name,state_id,sector_abbr,year,cum_mw,cum_installed_count,annual_installed_mw,annual_installed_count
andaman_nicobar_islands,35,com,2011,0.0,0.0,0.0,0.0
andaman_nicobar_islands,35,com,2012,0.0,0.0,0.0,0.0
andaman_nicobar_islands,35,com,2013,0.0,0.0,0.0,0.0
andaman_nicobar_islands,35,com,2014,0.0,0.0,0.0,0.0
andaman_nicobar_islands,35,com,2015,0.0,0.0,0.0,0.0
andaman_nicobar_islands,35,com,2016,0.0,0.0,0.0,0.0
andaman_nicobar_islands,35,com,2017,0.0,0.0,0.0,0.0
andaman_nicobar_islands,35,com,2018,0.0,0.0,0.0,0.0
andaman_nicobar_islands,35,com,2019,0.0,0.0,0.0,0.0
andaman_nicobar_islands,35,com,2020,0.0,0.0,0.0,0.0
andaman_nicobar_islands,35,com,2021,0.0,0.0,0.0,0.0
andaman_nicobar_islands,35,ind,2011,0.0,0.0,0.0,0.0
andaman_nicobar_islands,35,ind,2012,0.0,0.0,0.0,0.0
andaman_nicobar_islands,35,ind,2013,0.0,0.0,0.0,0.0
andaman_nicobar_islands,35,ind,2014,0.0,0.0,0.0,0.0
andaman_nicobar_islands,35,ind,2015,0.0,0.0,0.0,0.0
andaman_nicobar_islands,35,ind,2016,0.0,0.0,0.0,0.0
andaman_nicobar_islands,35,ind,2017,0.0,0.0,0.0,0.0
andaman_nicobar_islands,35,ind,2018,0.0,0.0,0.0,0.0
andaman_nicobar_islands,35,ind,2019,0.0,0.0,0.0,0.0
andaman_nicobar_islands,35,ind,2020,0.0,0.0,0.0,0.0
andaman_nicobar_islands,35,ind,2021,0.0,0.0,0.0,0.0
andaman_nicobar_islands,35,res,2011,0.0,0.0,0.0,0.0
andaman_nicobar_islands,35,res,2012,0.0,0.0,0.0,0.0
andaman_nicobar_islands,35,res,2013,0.0,0.0,0.0,0.0
andaman_nicobar_islands,35,res,2014,0.0,0.0,0.0,0.0
andaman_nicobar_islands,35,res,2015,0.0,0.0,0.0,0.0
andaman_nicobar_islands,35,res,2016,0.0,0.0,0.0,0.0
andaman_nicobar_islands,35,res,2017,0.0,0.0,0.0,0.0
